id,word,normalized_word,part_of_speech,countability,zh_definition,en_definition,examples_json,chinese_terms,cedict_gloss_tokens,english_content_tokens,shared_tokens,semantic_reasons,priority
28637,snub,snub,verb,T,拒絕,(transitive) To turn down insultingly; to dismiss.,[],拒絕,decline | refuse | reject,dismiss | down | insultingly | snub | transitive | turn,,no_lexical_support_in_cedict_gloss,review
28638,snuff,snuff,verb,T,关上,To extinguish a candle or oil-lamp flame by covering the burning end of the wick until the flame is suffocated.,[],關上,close | door | electrical | equipment | light | turn,burning | candle | covering | extinguish | flame | oil-lamp | snuff | suffocated | until | wick,,no_lexical_support_in_cedict_gloss,review
28642,snuggle,snuggle,verb,I or T,抚爱,"(transitive, intransitive) To lie close to another person or thing, hugging or being cosy.",[],抚愛,affection | care | caress | love | loving | tenderly,another | close | cosy | hugging | intransitive | person | snuggle | thing | transitive,,no_lexical_support_in_cedict_gloss,review
28660,so be it,so be it,phrase,,原来如此 或 那就这样吧,"(idiomatic, subjunctive) An indication of acceptance, especially of a situation which is not entirely favorable.",[],原来如此,idiom,acceptance | entirely | favorable | idiomatic | indication | situation | subjunctive,,no_lexical_support_in_cedict_gloss,review
28664,so much for,so much for,phrase,,没关系,"(idiomatic) An expression of dismissiveness, disappointment, disregard, or resignation; something said upon rejecting, giving up on, quitting, or disposing of something.",[],没關系,doesn | matter,disappointment | dismissiveness | disposing | disregard | expression | giving | idiomatic | much | quitting | rejecting | resignation | said | upon,,no_lexical_support_in_cedict_gloss,review
28668,so-called,so-called,adjective,,手指,So named; commonly called.,[],手指,finger,called | commonly | named | so-called,,no_lexical_support_in_cedict_gloss,review
28670,soak,soak,verb,I,濕透,(intransitive) To be saturated with liquid by being immersed in it.,"[{""english"": ""She was soaked from head to foot."", ""chinese"": ""她從頭到腳都濕透了。""}]",濕透,drenched,immersed | intransitive | liquid | saturated | soak,,no_lexical_support_in_cedict_gloss,review
28671,soaked,soaked,adjective,,淬火,"Drenched with water, or other liquid.",[],淬火,harden | quench | quenching | temper,drenched | liquid | soaked | water,,no_lexical_support_in_cedict_gloss,review
28681,sobremesa,sobremesa,noun,C,甜品,Time spent at the table after eating; the habit of relaxing at the table after a heavy meal.,[],甜品,dessert,eating | habit | heavy | meal | relaxing | sobremesa | spent | table | time,,no_lexical_support_in_cedict_gloss,review
28682,sobriety,sobriety,noun,C or U,冷静,The quality or state of not being intoxicated.,[],冷静,calm | cool-headed | deserted | dispassionate | place | quiet,intoxicated | quality | sobriety | state,,no_lexical_support_in_cedict_gloss,review
28711,sock,sock,noun,C,襪子,(clothing) A knitted or woven covering for the foot.,"[{""english"": ""You have your right sock on wrong side out."", ""chinese"": ""你右邊襪子倒轉穿了。""}]",襪子,shuang | socks | stockings,clothing | covering | foot | knitted | sock | woven,,no_lexical_support_in_cedict_gloss,review
28714,socle,socle,noun,C,鞋底,(architectural element) A low plinth or pedestal used to display a statue or other artwork.,[],鞋底,shoe | sole,architectural | artwork | display | element | pedestal | plinth | socle | statue,,no_lexical_support_in_cedict_gloss,review
28717,soda,soda,noun,C or U,软饮料,"Carbonated water (water impregnated with pressurised carbon dioxide, originally made with sodium bicarbonate).",[],软饮料,drink | soft,bicarbonate | carbon | carbonated | dioxide | impregnated | made | originally | pressurised | soda | sodium | water,,no_lexical_support_in_cedict_gloss,review
28736,soft toy,soft toy,noun,C,毛绒玩具,"(Britain, Australia, South Africa) A toy made of a soft material, usually stuffed with cotton, straw, beans, or other materials, and typically intended as a plaything for children.",[],毛绒玩具,cuddly | plush,africa | australia | beans | britain | children | cotton | intended | made | material | materials | plaything | soft | south | straw | stuffed | typically,,no_lexical_support_in_cedict_gloss,review
28740,softly,softly,adverb,,安静,Not loudly; nearly inaudibly.,[],安静,calm | peaceful | quiet,inaudibly | loudly | nearly | softly,,no_lexical_support_in_cedict_gloss,review
28750,sojourn,sojourn,noun,C,客厅,A short stay somewhere.,[],客厅,jian | living | room | sitting,short | sojourn | somewhere | stay,,no_lexical_support_in_cedict_gloss,review
66423,sol,sol,noun,C,索爾（秘魯貨幣單位）,the standard unit of money in Peru,"[{""english"": ""The ticket costs twenty soles."", ""chinese"": ""門票售價二十索爾。""}]",索爾,norse | thor | thunder,money | peru | standard | unit,,no_lexical_support_in_cedict_gloss,review
28753,solar,solar,adjective,,太阳,Of or pertaining to the sun; proceeding from the sun,[],太阳,abbr | head | human | side | sunlight | sunshine | temple | yang,pertaining | proceeding | solar,,no_lexical_support_in_cedict_gloss,review
28763,sold out,sold out,adjective,,累坏,(business) Completely sold; no more (of a particular item) in stock.,[],累坏,become | exhausted,business | completely | item | particular | sold | stock,,no_lexical_support_in_cedict_gloss,review
28764,solder,solder,verb,T,焊接,"to join items together, or to coat them with solder",[],焊接,weld | welding,coat | items | join | solder | together,,no_lexical_support_in_cedict_gloss,review
28766,soldier of fortune,soldier of fortune,noun,C,雇佣兵,A noncommissioned soldier willing to serve any state or person who will hire them.,[],雇佣兵,mercenary | military,fortune | hire | noncommissioned | person | serve | soldier | state | will | willing,,no_lexical_support_in_cedict_gloss,review
28767,soldier of fortune,soldier of fortune,noun,C,雇佣兵,"(figuratively, by extension) A person willing to work for or ally themself with any person or institution who will hire them.",[],雇佣兵,mercenary | military,ally | extension | figuratively | fortune | hire | institution | person | soldier | themself | will | willing | work,,no_lexical_support_in_cedict_gloss,review
66426,sole,sole,noun,C or U,鰨魚；比目魚,a flat sea fish commonly eaten as food,"[{""english"": ""The restaurant serves grilled sole."", ""chinese"": ""餐廳供應烤鰨魚。""}]",比目魚,flatfish | flounder,commonly | eaten | fish | flat | food | sole,,no_lexical_support_in_cedict_gloss,review
28774,sole trader,sole trader,noun,C,自主,(business) A type of enterprise or proprietorship which is owned by one person who is fully liable for the company's debts and fulfilment of contracts using their personal wealth unless incorporated.,[],自主,affairs | autonomous | control | independently,business | company | contracts | debts | enterprise | fulfilment | fully | incorporated | liable | owned | person | personal | proprietorship | sole | trader | type | unless | wealth,,no_lexical_support_in_cedict_gloss,review
28777,solfège,solfège,noun,U,唱名,"(music) A method of sight singing that uses the syllables do (originally ut), re, mi, fa, sol (or so), la, and si (or ti) to represent the seven principal pitches of the scale, most commonly the major scale. The fixed-do system uses do for C, and the moveable-do system uses do for whatever key the melody uses (thus B is do if the piece is in the key of B). The relative natural minor of a scale may be represented by beginning at la.",[],唱名,solfege,beginning | commonly | fixed-do | major | melody | method | minor | moveable-do | music | natural | originally | piece | pitches | principal | relative | represent | represented | scale | seven | sight | singing | solf | syllables | system | thus | uses | whatever,,no_lexical_support_in_cedict_gloss,review
28789,solid-state,solid-state,adjective,,半导体,"(electronics, of an electronic component) Based upon semiconductors, as distinct from older technologies such as vacuum tubes.",[],半导體,semiconductor,based | component | distinct | electronic | electronics | older | semiconductors | solid-state | technologies | tubes | upon | vacuum,,no_lexical_support_in_cedict_gloss,review
28792,solidus,solidus,noun,C,堅實,"(historical) The weight of the Roman gold coin, 1/60 of a Roman pound under Diocletian or 1/72 lb. (about 4.5 grams) after Constantine.",[],堅實,firm | solid | substantial,coin | constantine | diocletian | gold | grams | historical | pound | roman | solidus | under | weight,,no_lexical_support_in_cedict_gloss,review
28797,solitude,solitude,noun,C or U,孤单,"Aloneness; the state of being alone, solitary, or by oneself.",[],孤单,lone | loneliness | lonely,alone | aloneness | oneself | solitary | solitude | state,,no_lexical_support_in_cedict_gloss,review
28826,somehow,somehow,adverb,,差不多,In one way or another; in a way not yet known or explained; by some means,[],差不多,almost | enough | good | less | nearly | same,another | explained | known | means | some | somehow,,no_lexical_support_in_cedict_gloss,review
28827,someone,someone,pronoun,,有人,One or some person of unspecified or indefinite identity.,[],有人,anyone | occupied | people | restroom,identity | indefinite | person | some | unspecified,,no_lexical_support_in_cedict_gloss,review
28829,something,something,pronoun,,某事,An uncertain or unspecified thing; one thing.,[],某事,certain | matter,thing | uncertain | unspecified,,no_lexical_support_in_cedict_gloss,review
28832,somewhat,somewhat,adverb,,一下,To a limited extent or degree; not completely.,[],一下,brief | duration | giving | indicating | little | once | softening | suddenly | suggesting | tone | verb,completely | degree | extent | limited | somewhat,,no_lexical_support_in_cedict_gloss,review
28838,somewhy,somewhy,adverb,,差不多,(rare) For some reason.,[],差不多,almost | enough | good | less | nearly | same,rare | reason | some | somewhy,,no_lexical_support_in_cedict_gloss,review
28847,son of a bitch,son of a bitch,noun,C,婊子,"(derogatory, or, offensive, slang, vulgar, chiefly, US) Any objectionable thing.",[],婊子,prostitute | whore,bitch | derogatory | objectionable | offensive | slang | thing | vulgar,,no_lexical_support_in_cedict_gloss,review
28860,sonny,sonny,noun,C,女兒,(dated) A familiar form of address for a boy. [1833],[],女兒,daughter,address | dated | familiar | form | sonny,,no_lexical_support_in_cedict_gloss,review
28861,sonorous,sonorous,adjective,,大声,"Capable of giving out a deep, resonant sound.",[],大聲,loud | loudly | voice,capable | deep | giving | resonant | sonorous | sound,,no_lexical_support_in_cedict_gloss,review
28864,sooth,sooth,noun,U,保真度,(archaic) Truth.,[],保真度,fidelity,archaic | sooth | truth,,no_lexical_support_in_cedict_gloss,review
28866,soothe,soothe,verb,T,和缓,(transitive) To calm or placate someone or some situation.,[],和缓,ease | gentle | mild | relax,calm | placate | situation | some | soothe | transitive,,no_lexical_support_in_cedict_gloss,review
28867,soothe,soothe,verb,T,凉快,(transitive) To ease or relieve pain or suffering.,[],凉快,butt | clothing | coll | cool | oneself | pleasantly | revealing | scanty | slang | stay | weather,ease | pain | relieve | soothe | suffering | transitive,,no_lexical_support_in_cedict_gloss,review
28868,soothsayer,soothsayer,noun,C,先知,"One who attempts to predict the future, using magic, intuition or intelligence; a diviner.",[],先知,foresight | person | prophet | religion,attempts | diviner | future | intelligence | intuition | magic | predict | soothsayer,,no_lexical_support_in_cedict_gloss,review
28869,sophism,sophism,noun,C,诡辩,"A flawed argument, superficially correct in its reasoning, usually designed to deceive.",[],诡辩,arguments | sophistry | specious,argument | correct | deceive | designed | flawed | reasoning | sophism | superficially,,no_lexical_support_in_cedict_gloss,review
28874,sorb,sorb,noun,C,球茎,"The fruit of any of these trees, especially of the service tree.",[],球茎,botany | corm,fruit | service | sorb | tree | trees,,no_lexical_support_in_cedict_gloss,review
28879,sorcery,sorcery,noun,C or U,占卜,Magical power; the use of witchcraft or magic arts.,[],占卜,divine,arts | magic | magical | power | sorcery | witchcraft,,no_lexical_support_in_cedict_gloss,review
28889,sorrel,sorrel,noun,C or U,狐狸,"A brown colour, with a tint of red.",[],狐狸,crafty | person,brown | colour | sorrel | tint,,no_lexical_support_in_cedict_gloss,review
28891,sorrow,sorrow,noun,C,疼痛,(usually in plural) An instance or cause of unhappiness.,[],疼痛,body | hurt | pain | painful | part | person | sore,cause | instance | plural | sorrow | unhappiness,,no_lexical_support_in_cedict_gloss,review
28895,sorry,sorry,adjective,,可怜,"Poor, pitifully sad or regrettable.",[],可怜,pathetic | pitiful | pity,pitifully | poor | regrettable | sorry,,no_lexical_support_in_cedict_gloss,review
28899,sort,sort,noun,C,性別,A general type.,[],性別,gender,general | sort | type,,no_lexical_support_in_cedict_gloss,review
28900,sort,sort,noun,C,性別,(mathematics) A type.,[],性別,gender,mathematics | sort | type,,no_lexical_support_in_cedict_gloss,review
28904,sort out,sort out,verb,T,清理,(transitive) To separate from the remainder of a group; often construed with from.,[],清理,clear | dispose | tidy,construed | group | remainder | separate | sort | transitive,,no_lexical_support_in_cedict_gloss,review
28905,sort out,sort out,verb,T,帮助,"(transitive, British, slang) To take action to stop someone who has been causing trouble, often by physically attacking them.",[],帮助,assist | assistance | help,action | attacking | been | british | causing | physically | slang | sort | stop | take | transitive | trouble,,no_lexical_support_in_cedict_gloss,review
28906,sortie,sortie,noun,C,出口,(aviation) An operational flight carried out by a single military aircraft.,[],出口,exit | export | leave | port | ship | speak,aircraft | aviation | carried | flight | military | operational | single | sortie,,no_lexical_support_in_cedict_gloss,review
28908,sotto voce,sotto voce,adverb,,安静,"(of speech, of a voice, etc) Quietly.",[],安静,calm | peaceful | quiet,quietly | sotto | speech | voce | voice,,no_lexical_support_in_cedict_gloss,review
28912,soul music,soul music,noun,U,喝醉,"(music genre) A genre of music that originated in black American gospel, characterized by the use of secular lyrics, and an earthy, intensely emotional style.",[],喝醉,drunk,american | black | characterized | earthy | emotional | genre | gospel | intensely | lyrics | music | originated | secular | soul | style,,no_lexical_support_in_cedict_gloss,review
28913,soul patch,soul patch,noun,C,苍蝇,"A narrow beard descending from the lower lip, above the chin.",[],苍蝇,housefly,above | beard | chin | descending | lower | narrow | patch | soul,,no_lexical_support_in_cedict_gloss,review
28914,soulmate,soulmate,noun,C,知己,"Someone, especially a romantic partner, with whom one is exceptionally or uniquely compatible or has a special, almost spiritual connection.",[],知己,close | friend | intimate | know | oneself,almost | compatible | connection | exceptionally | partner | romantic | soulmate | special | spiritual | uniquely | whom,,no_lexical_support_in_cedict_gloss,review
28928,soup kitchen,soup kitchen,noun,C,饭店,A place that is established to provide soup and other basic food as a charity or in time of disaster.,[],饭店,hotel | restaurant,basic | charity | disaster | established | food | kitchen | place | provide | soup | time,,no_lexical_support_in_cedict_gloss,review
28936,sourdough,sourdough,noun,C or U,酵母,(obsolete) Leaven; an agent that makes dough rise.,[],酵母,abbr | jiao | saccharomycete | yeast,agent | dough | leaven | makes | obsolete | rise | sourdough,,no_lexical_support_in_cedict_gloss,review
28961,south slavic,south slavic,adjective,,南斯拉夫,of or relating to this language family or to the South Slavs.,[],南斯拉夫,country | existed | former | forms | various | yugoslavia,family | language | slavic | slavs | south,,no_lexical_support_in_cedict_gloss,review
28994,soy,soy,noun,U,大豆,"A common East Asian liquid sauce, made by subjecting boiled beans to long fermentation and then long digestion in salt and water.",[],大豆,soybean,asian | beans | boiled | common | digestion | east | fermentation | liquid | long | made | salt | sauce | subjecting | water,,no_lexical_support_in_cedict_gloss,review
28995,soy,soy,noun,U,大豆,"(uncountable, often, attributive) Soybeans, or the protein derived from them.",[],大豆,soybean,attributive | derived | protein | soybeans | uncountable,,no_lexical_support_in_cedict_gloss,review
29009,space bar,space bar,noun,C,时期,"(computing) A key, in the shape of a bar, near the bottom of a keyboard, that generates a space character when pressed.",[],時期,period | phase,bottom | character | computing | generates | keyboard | near | pressed | shape | space,,no_lexical_support_in_cedict_gloss,review
29021,spadix,spadix,noun,C,活塞,"(botany) A fleshy spike (inflorescence) with reduced flowers, usually enclosed by a spathe, characteristic of aroids.",[],活塞,piston,aroids | botany | characteristic | enclosed | fleshy | flowers | inflorescence | reduced | spadix | spathe | spike,,no_lexical_support_in_cedict_gloss,review
29023,spaghetti,spaghetti,noun,U,迷宮,"(uncountable, figuratively, informal) Something confusing or intricate.",[],迷宮,labyrinth | maze,confusing | figuratively | informal | intricate | spaghetti | uncountable,,no_lexical_support_in_cedict_gloss,review
29026,spallation,spallation,noun,C or U,爆炸,"(engineering, materials science) Fragmentation due to stress or impact, or any pattern of surface damage created thereby.",[],爆炸,blow | detonate | explode | explosion,created | damage | engineering | fragmentation | impact | materials | pattern | science | spallation | stress | surface | thereby,,no_lexical_support_in_cedict_gloss,review
29028,span,span,verb,T,覆盖,(transitive) To extend through the distance between or across.,[],覆盖,cover,across | between | distance | extend | span | transitive,,no_lexical_support_in_cedict_gloss,review
29029,span,span,verb,T,覆盖,(transitive) To extend through (a time period).,[],覆盖,cover,extend | period | span | time | transitive,,no_lexical_support_in_cedict_gloss,review
29034,spanish omelette,spanish omelette,noun,C,尊魚,A molded omelette made with the addition of fried potatoes and often onions.,[],尊魚,trout,addition | fried | made | molded | omelette | onions | potatoes | spanish,,no_lexical_support_in_cedict_gloss,review
29036,spankee,spankee,noun,C,打屁股,The receiver or victim of a spanking,[],打屁股,bottom | spank,receiver | spankee | spanking | victim,,no_lexical_support_in_cedict_gloss,review
29037,spanking,spanking,noun,C or U,打屁股,A form of physical punishment in which a beating is applied to the buttocks.,[],打屁股,bottom | spank,applied | beating | buttocks | form | physical | punishment | spanking,,no_lexical_support_in_cedict_gloss,review
29038,spanking,spanking,noun,C,打屁股,"An incident of such punishment, or such physical act in a non-punitive context, such as a birthday spanking.",[],打屁股,bottom | spank,birthday | context | incident | non-punitive | physical | punishment | spanking,,no_lexical_support_in_cedict_gloss,review
29039,spanner,spanner,noun,C,部首,"(Commonwealth, UK, Irish) A hand tool for adjusting nuts and bolts.",[],部首,character | chinese | radical,adjusting | bolts | commonwealth | hand | irish | nuts | spanner | tool,,no_lexical_support_in_cedict_gloss,review
29040,spar,spar,noun,C,横梁,A thick pole or piece of wood.,[],横梁,beam,piece | pole | spar | thick | wood,,no_lexical_support_in_cedict_gloss,review
29041,spare,spare,adjective,,免費,Not occupied or in current use.,[],免費,charge | free,current | occupied | spare,,no_lexical_support_in_cedict_gloss,review
29042,spare,spare,adjective,,苗條,Lean; lacking flesh; meager; thin; gaunt.,[],苗條,graceful | slender | slim | woman,flesh | gaunt | lacking | lean | meager | spare | thin,,no_lexical_support_in_cedict_gloss,review
29044,spare tyre,spare tyre,noun,C,輪胎,(idiomatic) A large paunch and rolls of fat around the waist.,[],輪胎,pneumatic | tire,around | idiomatic | large | paunch | rolls | spare | tyre | waist,,no_lexical_support_in_cedict_gloss,review
29054,sparse,sparse,adjective,,清楚,Not dense; meager; scanty,[],清楚,clear | distinct | thoroughly | understand,dense | meager | scanty | sparse,,no_lexical_support_in_cedict_gloss,review
29057,spasm,spasm,noun,C,抽搐,"A sudden, involuntary contraction of a muscle, a group of muscles, or a hollow organ.",[],抽搐,twitch,contraction | group | hollow | involuntary | muscle | muscles | organ | spasm | sudden,,no_lexical_support_in_cedict_gloss,review
29066,spawn,spawn,noun,C or U,孢子,Mushroom mycelium prepared for (aided) propagation.,[],孢子,spore,aided | mushroom | mycelium | prepared | propagation | spawn,,no_lexical_support_in_cedict_gloss,review
29067,spawn,spawn,verb,T,制造,"(transitive) To generate, bring into being, especially non-mammalian beings in very large numbers.",[],制造,make | manufacture,beings | bring | generate | large | non-mammalian | numbers | spawn | transitive,,no_lexical_support_in_cedict_gloss,review
29068,spawn,spawn,verb,T,制造,(transitive) To bring forth in general.,[],制造,make | manufacture,bring | forth | general | spawn | transitive,,no_lexical_support_in_cedict_gloss,review
29069,spawn,spawn,verb,I or T,出版,"(ergative, video games) To appear, or cause (something or someone) to appear, spontaneously in a game world at a particular place and time.",[],出版,publish,appear | cause | ergative | game | games | particular | place | spawn | spontaneously | time | video | world,,no_lexical_support_in_cedict_gloss,review
29070,spay,spay,verb,T,消炎,(transitive) To destroy or remove the ovaries or uterus (of a female animal) to prevent pregnancy.,[],消炎,antipyretic | decrease | fever | inflammation | reduce,animal | destroy | female | ovaries | pregnancy | prevent | remove | spay | transitive | uterus,,no_lexical_support_in_cedict_gloss,review
29072,spaz,spaz,verb,I,休息,"(colloquial, pejorative, offensive) To have a tantrum or fit.",[],休息,rest,colloquial | offensive | pejorative | spaz | tantrum,,no_lexical_support_in_cedict_gloss,review
29079,speaker,speaker,noun,C,总统,"(politics) The chair or presiding officer of certain legislative bodies, such as the U.K. House of Commons or the U.S. House of Representatives.",[],總统,country | ming | president,bodies | certain | chair | commons | house | legislative | officer | politics | presiding | representatives | speaker,,no_lexical_support_in_cedict_gloss,review
29080,speaking,speaking,exclamation,,这边,(telephone) Indication that the person requested is the same as the one who is currently speaking.,[],這邊,here | side,currently | indication | person | requested | same | speaking | telephone,,no_lexical_support_in_cedict_gloss,review
29081,speaking,speaking,noun,C or U,歌词,One's ability to communicate vocally in a given language.,[],歌词,lyric | lyrics | song,ability | communicate | given | language | speaking | vocally,,no_lexical_support_in_cedict_gloss,review
29082,speaking of,speaking of,adverb,,对了,"(colloquial, disjunct) Speaking of which; relatedly, used to introduce a related topic.",[],對了,correct | mention | remembers | right | suddenly | wanted,colloquial | disjunct | introduce | related | relatedly | speaking | topic,,no_lexical_support_in_cedict_gloss,review
29084,spear,spear,noun,C,魚叉,"A lance with barbed prongs, used by fishermen to retrieve fish.",[],魚叉,harpoon,barbed | fish | fishermen | lance | prongs | retrieve | spear,,no_lexical_support_in_cedict_gloss,review
29085,spearhead,spearhead,noun,C,領導者；先鋒,One who leads or initiates an activity (such as an attack or a campaign).,[],先鋒 | 領導者,avant-garde | leader | pioneer | vanguard,activity | attack | campaign | initiates | leads | spearhead,,no_lexical_support_in_cedict_gloss,review
29089,special,special,noun,C,折扣,"A meal offered only at a certain time by a restaurant, not as a standing fixture of the menu; often, one of a rotation of meals systematically offered for a lower price; also often a dish at a nondiscounted price that is seasonal or otherwise exciting or unusual.",[],折扣,discount,certain | dish | exciting | fixture | lower | meal | meals | menu | nondiscounted | offered | only | otherwise | price | restaurant | rotation | seasonal | special | standing | systematically | time | unusual,,no_lexical_support_in_cedict_gloss,review
29093,specialty,specialty,noun,C,專門,That in which one specializes; a chosen expertise or talent; bailiwick.,[],專門,assigned | dedicated | designated | field | institutions | particular | personnel | purpose | special | specialized | specially | specific | specifically | task,bailiwick | chosen | expertise | specializes | specialty | talent,,no_lexical_support_in_cedict_gloss,review
29094,specie,specie,noun,U,種類,Money in the form of coins made from precious metal that has an intrinsic value; coinage.,"[{""english"": ""This species of butterfly has already gone extinct."", ""chinese"": ""這種種類的蝴蝶已經絕種了。""}]",種類,category | class | genus | kind | sort | species | type | variety,coinage | coins | form | intrinsic | made | metal | money | precious | specie | value,,no_lexical_support_in_cedict_gloss,review
29106,speck,speck,noun,C,分数,"A tiny spot or particle, especially of dirt.",[],分數,exam | fraction | grade | mark | score,dirt | particle | speck | spot | tiny,,no_lexical_support_in_cedict_gloss,review
29107,spectacle,spectacle,noun,C,节目,"An exciting or extraordinary scene, exhibition, performance etc.",[],节目,activity | chang | concert | cultural | dang | event | item | number | planned | program | radio | schedule | segment | show | variety | xiang,exciting | exhibition | extraordinary | performance | scene | spectacle,,no_lexical_support_in_cedict_gloss,review
29111,specter,specter,noun,C,鬼子,"A ghostly apparition, a phantom. [from Template:SAFESUBST: c.]",[],鬼子,against | aggression | derog | devil | during | foreign | invaders | japanese | resistance | term,apparition | ghostly | phantom | safesubst | specter | template,,no_lexical_support_in_cedict_gloss,review
29123,speech bubble,speech bubble,noun,C,漫画,"(comics) A rounded outline, containing words, representing speech in a comic.",[],漫画,caricature | cartoon | japanese | manga,bubble | comic | comics | containing | outline | representing | rounded | speech | words,,no_lexical_support_in_cedict_gloss,review
29127,speed camera,speed camera,noun,C,雷达,"A roadside camera, triggered by a speeding vehicle, that takes a photograph of the offending vehicle and records its speed.",[],雷達,loanword | radar,camera | offending | photograph | records | roadside | speed | speeding | takes | triggered | vehicle,,no_lexical_support_in_cedict_gloss,review
29132,speeding ticket,speeding ticket,noun,C,罚款,A traffic ticket issued for exceeding the speed limit.,[],罚款,fine | monetary | penalty,exceeding | issued | limit | speed | speeding | ticket | traffic,,no_lexical_support_in_cedict_gloss,review
29133,speedup,speedup,noun,C or U,加速度,An amount or rate of decrease in time taken to do a certain amount of work.,[],加速度,acceleration,amount | certain | decrease | rate | speedup | taken | time | work,,no_lexical_support_in_cedict_gloss,review
29142,spelling,spelling,noun,C or U,拼写,"The act, practice, ability, or subject of forming words with letters, or of reading the letters of words; orthography.","[{""english"": ""Many words are pronounced according to the spelling, but some are not."", ""chinese"": ""许多词是根据拼写来发音的，不过有些不是。""}]",拼寫,spell,ability | forming | letters | orthography | practice | reading | spelling | subject | words,,no_lexical_support_in_cedict_gloss,review
29143,spelling,spelling,noun,C or U,拼写,The manner of spelling of words; correct spelling.,"[{""english"": ""Many words are pronounced according to the spelling, but some are not."", ""chinese"": ""许多词是根据拼写来发音的，不过有些不是。""}]",拼寫,spell,correct | manner | spelling | words,,no_lexical_support_in_cedict_gloss,review
29144,spelling,spelling,noun,C,拼写,A specific spelling of a word.,"[{""english"": ""Many words are pronounced according to the spelling, but some are not."", ""chinese"": ""许多词是根据拼写来发音的，不过有些不是。""}]",拼寫,spell,specific | spelling | word,,no_lexical_support_in_cedict_gloss,review
29149,spent,spent,adjective,,疲倦,"Consumed, used up, exhausted, depleted.",[],疲倦,tire | tired,consumed | depleted | exhausted | spent,,no_lexical_support_in_cedict_gloss,review
29150,sperm,sperm,noun,C,精液,The reproductive cell or gamete of the male; a spermatozoon.,[],精液,semen,cell | gamete | male | reproductive | sperm | spermatozoon,,no_lexical_support_in_cedict_gloss,review
29153,spermatozoid,spermatozoid,noun,C,精子,"(biology) A motile, ciliated male gamete produced in the antheridium of an alga, fern or gymnosperm.",[],精子,cell | sperm | spermatozoon,alga | antheridium | biology | ciliated | fern | gamete | gymnosperm | male | motile | produced | spermatozoid,,no_lexical_support_in_cedict_gloss,review
29155,spew,spew,verb,T,吐痰,"(transitive) To eject forcibly and in a stream,",[],吐痰,expectorate | spit,eject | forcibly | spew | stream | transitive,,no_lexical_support_in_cedict_gloss,review
29180,spin,spin,noun,C or U,轉動,Rapid circular motion.,[],轉動,around | axis | circle | gyrate | move | revolve | rotate | swivel | turn,circular | motion | rapid | spin,,no_lexical_support_in_cedict_gloss,review
29181,spin,spin,noun,C or U,效果,"(aviation) A condition of flight where a stalled aircraft is simultaneously pitching, yawing, and rolling in a spinning motion.",[],效果,effect | effects | efficacy | result | sound | theater | visual,aircraft | aviation | condition | flight | motion | pitching | rolling | simultaneously | spin | spinning | stalled | yawing,,no_lexical_support_in_cedict_gloss,review
29188,spindle,spindle,noun,C,蜘蛛,A rotary axis of a machine tool or power tool.,[],蜘蛛,spider,axis | machine | power | rotary | spindle | tool,,no_lexical_support_in_cedict_gloss,review
29190,spine,spine,noun,C,脊柱,"Something resembling a backbone, such as a ridge, or a long, central structure from which other structures radiate.",[],脊柱,column | columna | spinal | vertebralis,backbone | central | long | radiate | resembling | ridge | spine | structure | structures,,no_lexical_support_in_cedict_gloss,review
29193,spinner,spinner,noun,C,炖锅,A conical fairing near the hub of some aircraft propellers or turbofan fans.,[],炖锅,saucepan | stew,aircraft | conical | fairing | fans | near | propellers | some | spinner | turbofan,,no_lexical_support_in_cedict_gloss,review
29203,spire,spire,noun,C,圓頂,"The top, or uppermost point, of anything; the summit. [from 17th c.]",[],圓頂,dome,anything | point | spire | summit | uppermost,,no_lexical_support_in_cedict_gloss,review
29219,spite,spite,verb,T,仇视,"(transitive, obsolete) To be angry at; to hate.",[],仇视,enemy | hateful | towards | view,angry | hate | obsolete | spite | transitive,,no_lexical_support_in_cedict_gloss,review
29221,spitefulness,spitefulness,noun,C or U,邪恶,The state or quality of being spiteful.,[],邪恶,evil | sinister | vicious | wicked,quality | spiteful | spitefulness | state,,no_lexical_support_in_cedict_gloss,review
29222,spitefulness,spitefulness,noun,C,邪恶,The result or product of being spiteful.,[],邪恶,evil | sinister | vicious | wicked,product | result | spiteful | spitefulness,,no_lexical_support_in_cedict_gloss,review
29229,splendid,splendid,adjective,,漂亮,Gorgeous; magnificent; sumptuous; of remarkable beauty.,[],漂亮,beautiful | pretty,beauty | gorgeous | magnificent | remarkable | splendid | sumptuous,,no_lexical_support_in_cedict_gloss,review
29231,splice,splice,verb,T,修改,"To unite, as spars, timbers, rails, etc., by lapping the two ends together, or by applying a piece which laps upon the two ends, and then binding, or in any way making fast.",[],修改,alter | amend | modify,applying | binding | ends | fast | lapping | laps | making | piece | rails | spars | splice | timbers | together | unite | upon,,no_lexical_support_in_cedict_gloss,review
29232,splice,splice,verb,T,拼接；接合,(figuratively) To unite as if splicing.,[],拼接 | 接合,assemble | connect | join | together,figuratively | splice | splicing | unite,,no_lexical_support_in_cedict_gloss,review
29255,spooky,spooky,adjective,,奇怪,"(informal) Eerie, or suggestive of ghosts or the supernatural.",[],奇怪,baffled | marvel | strange,eerie | ghosts | informal | spooky | suggestive | supernatural,,no_lexical_support_in_cedict_gloss,review
